,fips,frequency,STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
305,27099,8,27,099,Mower,Minnesota,39163,+43.665099,-092.898185
290,55031,7,55,031,Douglas,Wisconsin,44159,+46.633029,-092.017477
180,38097,7,38,097,Traill,North Dakota,8121,+47.491264,-097.226828
98,38035,7,38,035,Grand Forks,North Dakota,66861,+47.907658,-097.120998
381,27165,7,27,165,Watonwan,Minnesota,11211,+43.993423,-094.583786
466,27087,7,27,087,Mahnomen,Minnesota,5413,+47.296073,-095.840755
251,27075,7,27,075,Lake,Minnesota,10866,+47.180205,-091.557430
253,27071,7,27,071,Koochiching,Minnesota,13311,+48.509405,-093.485728
113,27043,7,27,043,Faribault,Minnesota,14553,+43.680245,-093.957933
445,27015,7,27,015,Brown,Minnesota,25893,+44.284244,-094.599226
286,55035,6,55,035,Eau Claire,Wisconsin,98736,+44.790413,-091.454948
288,55033,6,55,033,Dunn,Wisconsin,43857,+44.914467,-091.895108
66,55017,6,55,017,Chippewa,Wisconsin,62415,+44.986588,-091.327380
152,38079,6,38,079,Rolette,North Dakota,13937,+48.836027,-099.817363
115,27047,6,27,047,Freeborn,Minnesota,31255,+43.662563,-093.361794
116,27045,6,27,045,Fillmore,Minnesota,20866,+43.692687,-092.082719
255,55107,5,55,107,Rusk,Wisconsin,14755,+45.448067,-091.127194
431,55091,5,55,091,Pepin,Wisconsin,7469,+44.590724,-091.989241
457,55005,5,55,005,Barron,Wisconsin,45870,+45.436158,-091.815595
330,38081,5,38,081,Sargent,North Dakota,3829,+46.163745,-097.591691
156,38071,5,38,071,Ramsey,North Dakota,11451,+48.136409,-098.834844
473,27127,5,27,127,Redwood,Minnesota,16059,+44.438880,-095.195158
367,27119,5,27,119,Polk,Minnesota,31600,+47.780427,-096.550934
474,27089,5,27,089,Marshall,Minnesota,9439,+48.310109,-096.532098
197,27031,5,27,031,Cook,Minnesota,5176,+47.783499,-090.337909
45,55129,4,55,129,Washburn,Wisconsin,15911,+45.847241,-091.834412
70,55013,4,55,013,Burnett,Wisconsin,15457,+45.833418,-092.413067
68,55011,4,55,011,Buffalo,Wisconsin,13587,+44.379071,-091.743927
183,38099,4,38,099,Walsh,North Dakota,11119,+48.390892,-097.555232
155,38073,4,38,073,Ransom,North Dakota,5457,+46.478257,-097.657193
309,38005,4,38,005,Benson,North Dakota,6660,+48.020822,-099.146122
386,27169,4,27,169,Winona,Minnesota,51461,+44.023706,-091.714435
306,27151,4,27,151,Swift,Minnesota,9783,+45.274076,-095.644420
465,27129,4,27,129,Renville,Minnesota,15730,+44.721974,-094.937875
472,27125,4,27,125,Red Lake,Minnesota,4089,+47.876104,-096.135646
365,27113,4,27,113,Pennington,Minnesota,13930,+48.102255,-096.148403
408,27067,4,27,067,Kandiyohi,Minnesota,42239,+45.155050,-095.016796
345,27029,4,27,029,Clearwater,Minnesota,8695,+47.561894,-095.388249
343,27023,4,27,023,Chippewa,Minnesota,12441,+44.960561,-095.620749
120,55113,3,55,113,Sawyer,Wisconsin,16557,+45.936442,-091.346565
424,55099,3,55,099,Price,Wisconsin,14159,+45.724747,-090.398474
74,55019,3,55,019,Clark,Wisconsin,34690,+44.784643,-090.547599
456,55007,3,55,007,Bayfield,Wisconsin,15014,+46.588678,-091.102103
454,55003,3,55,003,Ashland,Wisconsin,16157,+46.470378,-090.783551
23,27149,3,27,149,Stevens,Minnesota,9726,+45.580687,-095.926026
92,27135,3,27,135,Roseau,Minnesota,15629,+48.821304,-095.648394
301,27091,3,27,091,Martin,Minnesota,20840,+43.665285,-094.511487
252,27073,3,27,073,Lac qui Parle,Minnesota,7259,+44.982243,-096.133339
497,27055,3,27,055,Houston,Minnesota,19027,+43.718927,-091.440063
49,55125,2,55,125,Vilas,Wisconsin,21430,+45.984593,-089.499417
47,55121,2,55,121,Trempealeau,Wisconsin,28816,+44.292059,-091.360514
123,55119,2,55,119,Taylor,Wisconsin,20689,+45.173257,-090.412651
350,55075,2,55,075,Marinette,Wisconsin,41749,+45.221014,-087.846106
347,55071,2,55,071,Manitowoc,Wisconsin,81442,+44.104426,-087.723854
192,55063,2,55,063,La Crosse,Wisconsin,114638,+43.858367,-091.208437
125,55053,2,55,053,Jackson,Wisconsin,20449,+44.320474,-090.901558
284,55037,2,55,037,Florence,Wisconsin,4423,+45.852429,-088.237785
327,38085,2,38,085,Sioux,North Dakota,4153,+46.161951,-100.726350
376,38059,2,38,059,Morton,North Dakota,27471,+46.819739,-101.011434
374,38055,2,38,055,McLean,North Dakota,8962,+47.523976,-101.204564
20,38043,2,38,043,Kidder,North Dakota,2435,+46.919486,-099.813669
225,38029,2,38,029,Emmons,North Dakota,3550,+46.265684,-100.210914
316,38015,2,38,015,Burleigh,North Dakota,81308,+46.822761,-100.761508
25,27173,2,27,173,Yellow Medicine,Minnesota,10438,+44.737553,-095.825953
468,27083,2,27,083,Lyon,Minnesota,25857,+44.428427,-095.795395
107,26109,2,26,109,Menominee,Michigan,24029,+45.341048,-087.582124
44,26043,2,26,043,Dickinson,Michigan,26168,+45.833651,-088.013810
41,26041,2,26,041,Delta,Michigan,37069,+45.802381,-087.066378
